Frame,Marker_0_X,Marker_0_Y,Marker_0_Z,Marker_1_X,Marker_1_Y,Marker_1_Z,Marker_2_X,Marker_2_Y,Marker_2_Z,Marker_3_X,Marker_3_Y,Marker_3_Z,Marker_4_X,Marker_4_Y,Marker_4_Z
357,86.889984,-186.41374,47.48816,-623.96295,-560.02496,-683.54614,851.08,1024.8586,1012.019,11.6,11.7,10.7,63.0,31.0,63.0
358,92.1398,-187.68112,48.332397,-606.3664,-554.8999,-674.04834,850.9517,1024.0156,1011.7024,11.5,11.5,10.400001,63.0,31.0,63.0
359,97.030495,-189.11118,48.96871,-588.6283,-549.2925,-664.525,850.55396,1022.93286,1011.11615,9.900001,11.5,11.0,63.0,31.0,63.0
360,101.63578,-190.81602,49.382614,-569.64545,-543.3773,-654.37494,850.6291,1021.6899,1010.66064,11.1,11.5,11.1,63.0,31.0,63.0
361,105.83352,-192.87595,49.43382,-550.7208,-537.2714,-643.8151,850.85223,1020.2722,1010.1516,11.2,11.5,10.6,127.0,31.0,63.0
362,109.15229,-195.2918,49.182877,-532.2407,-530.87115,-633.0768,850.8438,1018.5279,1009.43475,11.1,11.6,10.7,127.0,31.0,63.0
363,111.719864,-197.86191,48.68266,-513.5238,-524.0126,-621.764,850.8303,1016.2826,1008.705,11.6,11.7,11.0,127.0,31.0,63.0
364,113.64138,-200.62717,47.7896,-494.97473,-516.80963,-609.78955,850.852,1013.65576,1007.9584,11.1,11.7,10.400001,127.0,31.0,63.0
365,114.512276,-203.80905,46.549988,-476.49356,-509.67273,-597.6549,851.032,1010.91266,1007.33026,11.5,11.5,10.6,127.0,31.0,63.0
366,114.3562,-207.29762,45.00191,-458.0149,-502.6675,-585.3008,851.3551,1008.05475,1006.986,11.2,11.1,11.0,63.0,31.0,63.0
367,113.44449,-211.03218,42.896774,-440.26593,-495.53165,-572.5749,851.6794,1005.44763,1006.71515,11.6,11.5,10.6,63.0,31.0,63.0
368,111.62471,-215.39224,40.239,-423.38525,-488.99493,-560.0033,852.2058,1003.5129,1006.5049,11.1,11.5,10.6,63.0,31.0,63.0
369,108.6384,-220.3382,36.956898,-407.049,-483.58823,-547.89716,853.10803,1002.62854,1006.63666,11.400001,11.2,10.1,63.0,31.0,63.0
370,104.49657,-225.73703,32.70811,-391.63934,-479.06595,-536.0215,854.29675,1003.0226,1007.11115,11.400001,11.5,11.1,63.0,31.0,31.0
371,99.21116,-231.64902,27.737324,-377.48883,-475.4365,-524.1979,855.63403,1004.0915,1007.68207,11.5,11.5,11.0,63.0,31.0,31.0
372,92.730804,-237.87828,22.44787,-364.01428,-472.6004,-512.54846,857.0532,1004.88196,1008.4072,11.5,11.900001,11.0,63.0,31.0,31.0
373,85.21334,-244.40137,17.00195,-350.63892,-470.49823,-501.18848,858.3075,1004.9182,1009.3035,11.5,11.7,10.7,63.0,31.0,31.0
374,76.73415,-251.1319,11.499904,-337.72675,-469.2861,-489.99255,858.9534,1004.2072,1010.0962,11.5,11.5,10.900001,63.0,31.0,31.0
375,67.19405,-257.59943,5.902916,-325.8542,-468.88657,-478.95847,858.94727,1003.0756,1010.83386,11.6,11.400001,10.6,63.0,31.0,31.0
376,56.36583,-263.67026,0.24717028,-314.27457,-468.78345,-468.4124,859.0405,1002.18164,1011.68585,11.5,11.6,10.900001,63.0,31.0,31.0
377,44.75622,-269.63852,-5.615179,-303.67624,-469.0316,-457.87134,859.40674,1001.75464,1012.77484,9.400001,11.6,10.6,63.0,31.0,31.0
378,32.535133,-275.60056,-11.969246,-295.8971,-470.2848,-447.0584,859.08057,1001.4374,1014.18835,8.6,11.2,10.400001,63.0,31.0,31.0
379,18.920774,-281.35895,-18.948761,-289.49646,-472.48996,-436.54266,858.2679,1001.4093,1015.94275,11.6,11.7,11.0,63.0,31.0,31.0
380,4.6976004,-286.89938,-26.532772,-283.32672,-475.20532,-426.2476,858.0222,1001.90356,1017.968,11.5,11.5,11.0,63.0,31.0,31.0
381,-9.639468,-292.12643,-34.663193,-278.001,-478.37613,-415.98593,858.3863,1002.6271,1020.1862,11.0,11.7,11.5,63.0,31.0,31.0
382,-24.406025,-296.79092,-43.222103,-273.2821,-481.99588,-406.19382,859.04175,1003.3739,1022.35986,11.6,11.400001,11.1,31.0,31.0,31.0
383,-39.18146,-300.9827,-51.790333,-268.8475,-485.6306,-396.69373,859.86816,1004.14716,1024.4275,11.7,11.5,12.2,31.0,31.0,31.0
384,-53.857475,-304.73038,-60.266674,-264.56537,-489.10562,-387.3951,860.9472,1004.8766,1026.7158,11.5,11.6,11.7,31.0,31.0,31.0
385,-68.41913,-308.1308,-69.066505,-260.01443,-492.60544,-379.22452,862.30334,1005.393,1028.7552,11.2,11.5,11.6,31.0,31.0,31.0
386,-83.010284,-311.3146,-78.25712,-255.39964,-496.1565,-371.70972,863.56573,1005.70276,1030.3698,11.7,11.7,12.0,31.0,31.0,31.0
387,-97.65637,-314.15588,-87.75137,-251.29213,-499.97165,-364.30264,864.6561,1005.7719,1031.8435,11.1,11.900001,11.6,31.0,31.0,31.0
388,-112.08365,-316.62088,-97.59665,-247.63847,-503.91974,-357.38214,865.6247,1005.63324,1033.0372,11.6,11.5,11.400001,31.0,31.0,31.0
389,-126.41111,-318.7847,-107.764885,-243.96552,-507.6177,-350.61676,866.32935,1005.6009,1034.1464,12.2,11.7,11.2,31.0,31.0,31.0
390,-140.79463,-320.6548,-118.205536,-240.08356,-511.21436,-343.7323,866.9513,1005.82904,1035.2112,12.2,11.7,11.400001,31.0,31.0,31.0
391,-155.21214,-322.23242,-128.57814,-236.50815,-514.80005,-337.04465,867.7141,1006.0854,1036.0688,12.2,11.900001,11.2,31.0,31.0,31.0
392,-169.07658,-323.55365,-138.71365,-230.06245,-517.9194,-330.89685,869.41736,1006.34235,1036.7544,8.900001,11.7,11.400001,31.0,31.0,31.0
393,-183.25569,-324.61502,-149.00308,-229.55057,-520.2255,-324.9353,868.1599,1006.8864,1037.5107,12.2,11.6,11.7,31.0,31.0,31.0
394,-197.14621,-325.65906,-159.44061,-226.35149,-521.99585,-318.9258,868.24475,1007.5311,1038.3223,12.400001,11.5,11.1,31.0,31.0,31.0
395,-210.87834,-326.75848,-169.6778,-222.67691,-523.4,-313.2277,868.09375,1008.0908,1038.8359,11.900001,11.400001,11.5,31.0,31.0,31.0
396,-224.48846,-327.7888,-179.94896,-218.68562,-524.48535,-307.86182,867.7138,1008.64825,1038.9987,11.900001,11.7,11.5,31.0,31.0,31.0
397,-237.93524,-328.95517,-190.57906,-214.6032,-525.3122,-302.48825,867.1267,1009.12744,1038.9406,12.0,11.900001,11.400001,31.0,31.0,31.0
398,-251.21147,-330.42755,-201.5113,-210.7745,-525.75006,-297.167,866.3513,1009.6496,1038.7236,11.900001,11.900001,11.1,31.0,31.0,31.0
399,-264.37503,-332.29364,-212.74786,-207.03946,-525.88806,-292.15515,865.38025,1010.1788,1038.1299,11.6,11.7,11.400001,31.0,31.0,31.0
400,-277.52023,-334.75464,-224.16495,-203.16136,-525.5403,-287.47238,864.1751,1010.5546,1037.1722,11.900001,11.900001,11.2,31.0,31.0,31.0
401,-290.68777,-337.8203,-235.35661,-199.3312,-524.51483,-282.97272,862.6698,1010.7813,1036.1077,11.900001,11.6,11.0,31.0,95.0,31.0
402,-303.8277,-341.0354,-246.15648,-195.39243,-523.3475,-278.3388,860.81525,1010.68945,1034.804,12.400001,12.2,11.2,31.0,95.0,31.0
