mass1_x,mass1_y,mass2_x,mass2_y
-2987.0142,1714.8594,-3057.1636,1037.8702
-2992.3594,1714.7968,-3057.2302,1037.6421
-2997.593,1714.6588,-3057.1912,1037.4177
-3002.821,1714.3999,-3057.066,1037.2466
-3007.9214,1714.0709,-3056.803,1037.0526
-3012.9114,1713.7189,-3056.4585,1036.8392
-3017.8628,1713.3563,-3056.024,1036.6584
-3022.6633,1712.8479,-3055.483,1036.54
-3027.4023,1712.3,-3054.844,1036.4436
-3032.0032,1711.7571,-3054.1553,1036.2792
-3036.4946,1711.221,-3053.423,1036.1626
-3040.8037,1710.3525,-3052.6921,1036.0464
-3045.083,1709.5962,-3051.9944,1035.952
-3049.4663,1708.9506,-3051.359,1035.8315
-3053.452,1707.8326,-3050.8262,1035.731
-3057.5078,1706.8135,-3050.4094,1035.6969
-3061.4973,1705.7151,-3050.1865,1035.7408
-3065.2874,1704.5127,-3050.1536,1035.7183
-3069.1357,1703.4352,-3050.2747,1035.47
-3072.7224,1702.3091,-3050.4482,1035.0131
-3076.1816,1701.2231,-3050.7573,1034.5554
-3079.494,1700.0319,-3051.2656,1034.2832
-3082.612,1699.2487,-3051.7253,1034.0659
-3085.5073,1698.0957,-3052.0374,1033.9751
-3088.608,1697.7292,-3052.1582,1034.0677
-3091.6414,1696.6989,-3052.105,1034.3329
-3094.7847,1695.9196,-3052.033,1034.7579
-3097.986,1695.1831,-3051.9658,1035.2322
-3101.21,1694.515,-3052.0781,1035.6371
-3104.5005,1693.8907,-3052.3345,1036.1558
-3107.7654,1693.3136,-3052.7217,1036.6704
-3111.0842,1692.8195,-3053.3428,1037.2651
-3114.4424,1692.4307,-3054.103,1037.6786
-3117.837,1692.0491,-3054.998,1038.0211
-3121.2085,1691.7329,-3055.9421,1038.2137
-3124.5486,1691.4395,-3056.9023,1038.4169
-3127.8203,1691.1836,-3057.8884,1038.6069
-3131,1690.9957,-3058.7761,1038.7421
-3134.1128,1690.88,-3059.6667,1038.979
-3137.0664,1690.7646,-3060.436,1039.2229
-3139.9219,1690.7367,-3061.136,1039.3927
-3142.6626,1690.7074,-3061.6729,1039.473
-3145.2556,1690.6455,-3062.2183,1039.4758
-3147.7805,1690.6393,-3062.7058,1039.4778
-3150.1187,1690.5801,-3063.2234,1039.446
-3152.3748,1690.4734,-3063.746,1039.4106
-3154.537,1690.3832,-3064.2195,1039.4109
-3156.4983,1690.2496,-3064.6162,1039.4023
-3158.3386,1690.1367,-3064.9956,1039.4423
-3160.036,1689.9836,-3065.2754,1039.4563
-3161.5645,1689.8308,-3065.4885,1039.5114
-3162.9304,1689.6768,-3065.6226,1039.6073
-3164.2122,1689.5012,-3065.7258,1039.7363
-3165.3525,1689.3582,-3065.8123,1039.8574
-3166.3894,1689.1891,-3065.8718,1039.9604
-3167.338,1689.0676,-3065.9438,1040.0123
-3168.1128,1688.9401,-3066.033,1040.08
-3168.8037,1688.8926,-3066.1077,1040.1321
-3169.337,1688.831,-3066.1672,1040.1444
-3169.772,1688.7896,-3066.251,1040.2065
-3170.0352,1688.7329,-3066.2422,1040.2913
-3170.1929,1688.676,-3066.2134,1040.4075
-3170.2095,1688.6364,-3066.1025,1040.5703
-3170.1108,1688.634,-3065.935,1040.7018
-3169.9043,1688.6678,-3065.7073,1040.8567
-3169.5547,1688.6967,-3065.4336,1040.9977
-3169.1565,1688.8182,-3065.0657,1041.1588
-3168.6777,1688.939,-3064.633,1041.3138
-3168.0989,1689.1008,-3064.1528,1041.4602
-3167.4617,1689.2997,-3063.5862,1041.6216
-3166.78,1689.5007,-3062.9226,1041.7808
-3165.973,1689.701,-3062.2275,1041.9404
-3165.1108,1689.8895,-3061.4648,1042.088
-3164.1672,1690.1061,-3060.6772,1042.2456
-3163.1238,1690.3315,-3059.837,1042.411
-3162.0378,1690.5846,-3058.9036,1042.5486
-3160.8801,1690.7285,-3057.9753,1042.6892
-3159.6516,1690.8857,-3056.9229,1042.7596
-3158.3633,1691.0459,-3055.831,1042.8346
-3157.047,1691.1957,-3054.6516,1042.8773
-3155.6387,1691.2832,-3053.4375,1042.8649
-3154.1523,1691.404,-3052.1064,1042.872
-3152.547,1691.4569,-3050.7068,1042.8356
-3150.8826,1691.5264,-3049.258,1042.7828
-3149.1572,1691.5743,-3047.7327,1042.6421
-3147.3167,1691.6055,-3046.0886,1042.5232
-3145.4248,1691.6764,-3044.4062,1042.4459
-3143.4436,1691.6855,-3042.7104,1042.3474
-3141.413,1691.78,-3040.9775,1042.2367
-3139.2454,1691.8658,-3039.176,1042.0858
-3137.0315,1691.9379,-3037.3357,1041.9329
-3134.663,1691.9943,-3035.426,1041.7708
-3132.2332,1692.0966,-3033.4453,1041.5677
-3129.727,1692.205,-3031.3098,1041.3723
-3127.0693,1692.3464,-3029.1997,1041.1696
-3124.2852,1692.5117,-3027.014,1040.9299
-3121.4338,1692.6835,-3024.7039,1040.6825
-3118.4443,1692.8898,-3022.3252,1040.4406
-3115.345,1693.11,-3019.8284,1040.1976
-3112.1326,1693.2726,-3017.265,1039.8915
-3108.8496,1693.4688,-3014.6084,1039.549
-3105.4102,1693.7947,-3011.7937,1039.2362
-3101.8296,1693.9785,-3008.875,1038.92
-3098.1702,1693.9392,-3005.8967,1038.5768
-3094.3748,1694.4364,-3002.7556,1038.2506
-3090.3943,1694.5657,-2999.4944,1037.882
-3086.1858,1694.4452,-2996.0894,1037.5663
-3082.0413,1694.8483,-2992.631,1037.1786
-3077.6528,1694.8185,-2988.9526,1036.7998
-3073.13,1694.9728,-2985.19,1036.4113
-3068.4878,1695.1833,-2981.2737,1036.0576
-3063.7004,1695.3794,-2977.3186,1035.6976
-3058.7988,1695.5901,-2973.208,1035.329
-3053.6973,1695.8173,-2968.9463,1034.9691
-3048.3972,1696.0231,-2964.613,1034.6162
-3042.9382,1696.2057,-2960.1138,1034.3037
-3037.4285,1696.5332,-2955.4822,1033.9576
-3031.6875,1696.646,-2950.7751,1033.6432
-3025.7742,1696.6182,-2945.8738,1033.3197
-3019.8298,1696.9065,-2940.878,1033.0094
-3013.6882,1697.0168,-2935.7307,1032.6371
-3007.4006,1697.1173,-2930.4067,1032.4476
-3001.036,1697.193,-2925.066,1032.0972
-2994.544,1697.2714,-2919.6235,1031.6813
-2988.0366,1697.4192,-2914.0027,1031.3009
-2981.4438,1697.5096,-2908.3137,1030.8907
-2974.763,1697.6033,-2902.5117,1030.5281
-2968.114,1697.7372,-2896.6604,1030.201
-2961.3665,1697.9031,-2890.7512,1029.9607
-2954.5903,1698.0927,-2884.745,1029.8042
-2947.789,1698.1825,-2878.741,1029.7002
-2940.9746,1698.2314,-2872.7112,1029.6573
-2934.159,1698.32,-2866.7024,1029.6799
-2927.2827,1698.3008,-2860.731,1029.7521
-2920.4243,1698.3254,-2854.7468,1029.8412
-2913.5576,1698.356,-2848.8015,1029.9513
-2906.717,1698.4203,-2842.7944,1030.0964
-2899.8289,1698.3413,-2836.8074,1030.2323
-2892.8818,1698.2686,-2830.8374,1030.4818
-2885.891,1698.0758,-2824.8896,1030.7748
-2878.887,1697.8268,-2819.065,1031.0901
-2871.7964,1697.4824,-2813.3635,1031.4115
-2864.6824,1697.0469,-2807.7065,1031.7855
-2857.4492,1696.532,-2802.1726,1032.1115
-2850.1628,1695.9187,-2796.7864,1032.3297
-2842.8455,1695.1842,-2791.5376,1032.5043
-2835.482,1694.3151,-2786.4585,1032.6266
-2828.104,1693.2246,-2781.605,1032.6877
-2820.7031,1691.9507,-2776.9885,1032.6743
-2813.2625,1690.444,-2772.6082,1032.6093
-2805.7676,1688.674,-2768.4817,1032.5292
-2798.2712,1686.5889,-2764.635,1032.3608
-2790.655,1684.1881,-2761.0725,1032.1279
-2783.0576,1681.3486,-2757.718,1031.7937
-2775.3591,1678.0095,-2754.652,1031.2699
-2767.6846,1674.0227,-2751.8477,1030.3743
-2759.9424,1669.3773,-2749.3982,1029.0161
-2752.1943,1663.9227,-2747.2874,1027.0851
-2744.3384,1657.7825,-2745.5112,1024.5459
-2736.4111,1651.033,-2744.0457,1021.24176
-2728.2708,1643.7158,-2742.6306,1017.53467
-2719.7974,1636.0575,-2741.0867,1013.47095
-2710.871,1628.1458,-2739.234,1009.1873
-2701.485,1620.1344,-2736.8708,1004.7804
-2691.5947,1612.0286,-2733.8767,1000.3263
-2681.1345,1603.89,-2730.3645,996.0563
-2670.2046,1595.6943,-2726.527,991.7144
-2658.8801,1587.4503,-2722.6646,987.39087
-2647.0886,1579.2378,-2718.91,983.0972
-2634.9265,1571.1616,-2715.2542,978.8809
-2622.2793,1563.1688,-2711.6255,974.7497
-2609.1047,1555.3346,-2708.128,970.6515
-2595.3171,1547.58,-2704.8147,966.52545
-2580.9404,1539.9039,-2701.6892,962.3943
-2565.9258,1532.2537,-2698.679,958.2393
-2550.2275,1524.6327,-2695.8452,954.0228
-2534.773,1517.527,-2693.0518,949.81555
-2517.8562,1509.9222,-2690.246,945.6755
-2500.3362,1502.3102,-2687.326,941.64984
-2482.3992,1494.7118,-2684.3264,937.5683
-2464.0566,1486.9321,-2681.1687,933.5067
-2445.3254,1478.96,-2677.82,929.38605
-2426.424,1470.4686,-2674.2698,925.2305
-2407.0374,1462.2416,-2670.545,920.9706
-2387.4377,1453.78,-2666.6514,916.62683
-2367.5144,1445.1272,-2662.5935,912.1631
-2347.3765,1436.1938,-2658.2788,907.54584
-2327.1047,1427.0192,-2653.8057,902.8885
-2306.5977,1417.626,-2649.1636,897.9834
-2285.966,1408.0046,-2644.3232,893.0443
-2264.603,1398.6864,-2639.3071,888.0902
-2243.7397,1388.5442,-2634.1506,883.1599
-2222.9297,1377.988,-2628.8494,878.22955
-2201.979,1367.0629,-2623.4585,873.33777
-2181.0764,1355.6382,-2617.963,868.4221
-2160.2773,1343.6321,-2612.2588,863.5594
-2139.53,1331.0823,-2606.3901,858.6842
-2119.0269,1318.0477,-2600.3516,853.7799
-2098.7712,1304.3984,-2594.0989,848.9494
-2078.8235,1290.1696,-2587.6392,844.23914
-2059.1794,1275.4617,-2580.9456,839.66565
-2039.9012,1260.2926,-2574.0662,835.27216
-2020.905,1244.6708,-2566.9185,831.0797
-2002.2269,1228.5831,-2559.3743,827.0173
-1983.8555,1212.0621,-2551.425,823.41565
-1965.7856,1195.0155,-2543.0388,820.20374
-1948.1162,1177.515,-2534.1174,817.3572
-1930.7249,1159.5273,-2524.8972,815.1073
-1913.6388,1141.151,-2515.4932,813.6771
-1897.0481,1122.3822,-2506.2234,813.4255
-1881.078,1103.2015,-2496.862,813.43463
-1865.7781,1083.6672,-2487.549,813.75653
-1851.0602,1063.8528,-2478.1123,814.5455
-1836.86,1043.7789,-2468.3022,815.88916
-1823.1655,1023.4145,-2457.875,817.7095
-1809.9553,1002.7336,-2446.7434,819.8723
-1797.4135,981.7566,-2434.8804,822.29504
-1784.6252,960.5801,-2422.4246,824.826
-1774.6039,939.2689,-2409.9272,827.6045
-1762.7448,918.0294,-2396.9204,830.28784
-1752.8262,896.70416,-2383.9673,833.19653
-1743.2477,875.54224,-2371.0146,836.3923
-1734.2185,854.39545,-2357.9744,839.88666
-1725.7001,833.3416,-2344.247,842.96954
-1717.6589,812.50525,-2330.0771,846.2422
-1709.963,791.9554,-2315.118,849.1597
-1702.6187,771.7306,-2299.4402,851.4619
-1695.5355,751.878,-2283.178,853.0592
-1688.6459,732.41754,-2266.5874,854.02673
-1682.0337,713.63556,-2249.8591,854.46045
-1675.7056,695.1312,-2233.1633,854.4861
-1669.5574,676.96277,-2216.6309,854.31024
-1663.7831,659.19116,-2200.2964,854.0462
-1658.4377,641.85046,-2184.2021,853.7091
-1653.4789,624.76874,-2168.374,853.30023
-1648.8729,608.12555,-2152.8232,852.92377
-1644.6799,591.90186,-2137.5322,852.614
-1640.9657,576.2165,-2122.5574,852.4233
-1637.9292,560.94916,-2107.8535,852.5129
-1635.7274,546.41364,-2093.409,853.0707
-1634.46,532.405,-2079.0962,854.42926
-1633.881,519.02924,-2064.7937,856.74396
-1633.9712,506.24677,-2050.3691,860.04175
-1634.8584,494.22742,-2035.7981,864.149
-1635.9921,482.69775,-2021.1031,868.805
-1637.1234,471.52655,-2006.3951,873.8529
-1638.3633,460.93698,-1991.7844,878.9582
-1639.9667,451.11234,-1977.3507,883.83276
-1641.8693,441.97058,-1963.284,888.365
-1644.0195,433.57642,-1949.6157,892.25073
-1646.3595,425.959,-1936.3987,895.5031
-1648.9165,418.93228,-1923.7375,898.06445
-1651.5436,412.48083,-1911.5533,900.03796
-1654.1761,406.53073,-1899.8344,901.6579
-1656.7776,401.0498,-1888.6233,903.1635
-1659.0621,395.87234,-1877.7177,904.5862
-1661.0791,390.79367,-1866.9564,906.0012
-1662.6508,385.56326,-1856.1664,907.29517
-1663.8618,380.1787,-1845.0839,908.6781
-1664.68,374.42313,-1833.5879,910.2639
-1665.3728,368.30823,-1821.4198,912.0208
-1665.8969,361.8874,-1808.647,913.8816
-1666.5594,355.584,-1795.3372,915.55334
-1667.1152,349.2783,-1781.612,916.74115
-1667.4232,343.32602,-1767.5713,917.2586
-1667.2429,337.73602,-1753.5449,917.1113
-1666.4279,332.37766,-1739.9022,916.3921
-1664.8604,327.097,-1727.0496,915.3418
-1662.6919,322.07126,-1715.6196,914.4972
-1660.2207,317.56152,-1705.841,914.27716
-1657.6436,313.80786,-1697.7504,915.06134
-1655.2388,310.96664,-1691.1262,916.91766
-1653.153,309.00317,-1685.3507,919.43774
-1651.2294,307.70493,-1679.8893,922.1873
-1649.3153,306.93695,-1674.3176,925.06555
-1647.217,306.60657,-1668.2402,927.79095
-1644.8047,306.58838,-1661.7759,930.4418
-1642.1699,306.93152,-1655.1447,933.1522
-1639.4778,307.61942,-1648.4315,935.9883
-1636.9067,308.67752,-1641.7878,938.9864
-1634.4987,310.02454,-1635.4695,942.2083
-1632.2222,311.6718,-1629.4315,945.5208
-1629.8668,313.531,-1623.9398,948.9851
-1627.3881,315.53473,-1618.543,952.52136
-1624.6334,317.58762,-1613.2682,955.7772
-1621.6085,319.62372,-1608.068,958.77783
-1618.435,321.5809,-1602.9337,961.6672
-1615.1968,323.41348,-1597.7595,964.5101
-1612.0635,325.09235,-1592.5494,967.4162
-1609.1567,326.6595,-1587.1879,970.36536
-1606.4077,328.12045,-1581.7244,973.38873
-1603.7533,329.58722,-1576.1263,976.43744
-1600.9775,331.0169,-1570.3601,979.55585
-1597.961,332.44644,-1564.3912,982.87366
-1594.8855,333.84485,-1558.186,986.38635
-1591.9318,335.35092,-1551.6282,989.9264
-1589.3402,336.9111,-1544.7317,993.5674
-1587.2406,338.55603,-1537.5521,997.51337
-1585.5034,340.40997,-1530.0374,1001.66846
-1584.0472,342.51413,-1522.0743,1005.814
-1582.5813,344.55786,-1513.5942,1009.9368
-1581.106,346.68338,-1504.5564,1013.9378
-1579.5223,348.78455,-1495.04,1017.7602
-1577.925,350.98813,-1485.1953,1021.3857
-1576.4387,353.23322,-1475.0437,1024.7899
-1575.1791,355.4398,-1464.6964,1027.9438
-1574.178,357.86096,-1454.0858,1030.7479
-1573.3838,360.33664,-1443.099,1033.0428
-1572.7783,363.08405,-1431.7146,1034.7637
-1572.5614,366.72546,-1419.9481,1035.9803
-1571.7261,369.46356,-1407.8206,1036.7148
-1571.0109,372.28964,-1395.4935,1037.1031
-1570.6957,375.4457,-1383.0454,1037.1782
-1570.6932,378.7717,-1370.5458,1036.938
-1571.2273,382.49005,-1358.1345,1036.3768
-1572.0896,386.51157,-1345.9065,1035.6588
-1573.1387,390.85672,-1333.3724,1034.5693
-1574.2922,395.40915,-1320.5236,1033.1345
-1575.6876,400.14554,-1307.2914,1031.3342
-1577.463,405.09518,-1293.666,1029.2152
-1579.8196,410.38034,-1279.7621,1026.8038
-1582.8274,416.18817,-1265.5315,1024.0426
-1586.4017,422.4863,-1250.975,1020.91754
-1590.7533,429.5364,-1236.2467,1017.3913
-1595.3966,436.32715,-1221.5541,1013.759
-1600.0553,444.02563,-1207.1464,1010.37
-1604.8282,452.2918,-1193.4056,1007.45905
-1609.2279,461.15152,-1180.7157,1005.40875
-1613.0243,470.76953,-1168.6094,1003.76746
-1616.0393,481.1909,-1156.971,1002.813
-1618.3668,492.4115,-1145.7477,1002.5453
-1620.1727,504.2767,-1134.6444,1002.9102
-1621.4652,516.81244,-1123.436,1004.25494
-1622.1886,529.8891,-1111.8029,1006.42596
-1622.2051,543.37665,-1099.5807,1009.33453
-1621.3713,557.1581,-1086.6675,1012.7905
-1619.8931,571.19037,-1073.1165,1016.67865
-1617.9229,585.2397,-1059.1483,1020.8794
-1615.5095,599.27325,-1044.771,1025.196
-1612.8594,613.4403,-1030.0464,1029.491
-1610.0216,627.8667,-1015.0736,1033.6495
-1607.0391,642.62604,-999.93945,1037.5951
-1603.774,657.6541,-984.6134,1041.3329
-1600.4211,673.88354,-969.2254,1044.92
-1597.0558,690.8727,-953.7786,1048.2987
-1593.6039,708.8241,-938.3907,1051.4272
-1589.9873,727.67096,-923.0708,1054.2885
-1586.2336,747.3953,-907.8526,1056.8846
-1582.3389,767.86743,-892.74097,1059.159
-1578.2086,788.9795,-877.73975,1061.0625
-1573.799,810.63477,-862.90625,1062.6041
-1568.9302,832.8911,-848.22614,1063.852
-1563.5356,855.6298,-833.74756,1064.7034
-1557.5502,878.76624,-819.52637,1065.1497
-1550.9147,902.26953,-805.66583,1065.2787
-1543.5863,926.15826,-792.214,1065.2921
-1535.5383,950.32556,-779.2069,1065.1633
-1526.7523,974.7018,-767.13605,1064.1658
-1517.0881,999.1094,-754.9999,1063.6206
-1506.599,1023.52924,-742.994,1063.2278
-1495.2317,1047.8198,-731.45605,1062.2438
-1482.8899,1071.8362,-720.22156,1061.0265
-1469.6609,1095.6941,-709.2967,1059.5864
-1455.3706,1119.2118,-698.69995,1057.9435
-1440.5211,1142.6063,-688.4538,1056.1052
-1424.8922,1165.6294,-678.3003,1054.1649
-1408.5546,1188.2904,-668.64545,1052.1566
-1391.523,1210.532,-659.668,1050.27
-1373.851,1232.2184,-650.786,1048.4882
-1355.6345,1253.3977,-642.12103,1046.8969
-1337.4395,1274.0455,-633.8002,1045.5115
-1318.6805,1294.1436,-625.8416,1044.5334
-1299.7833,1313.7905,-618.3887,1044.1221
-1280.9003,1332.9617,-611.6315,1044.4968
-1261.7941,1351.4541,-605.6941,1045.6919
-1242.2877,1369.2732,-600.6982,1047.2809
-1222.4667,1386.5078,-595.9363,1049.388
-1202.1101,1403.1937,-591.3724,1051.4349
-1181.1661,1419.2415,-586.78906,1053.3677
-1159.8167,1434.5502,-582.2342,1054.8221
-1138.1257,1449.0905,-577.4911,1055.991
-1116.209,1462.7621,-572.5553,1056.9397
-1094.2695,1476,-567.4292,1057.7438
-1072.4767,1488.6116,-562.24786,1058.2821
-1050.836,1500.5348,-557.0832,1058.5754
-1029.2578,1511.8567,-551.9989,1058.6757
-1008.044,1522.8597,-546.9348,1058.546
-986.98615,1533.273,-542.45074,1058.4646
-966.178,1543.3977,-538.36194,1058.437
-945.6917,1553.1636,-534.58545,1058.4136
-925.523,1562.6449,-531.8163,1058.5859
-905.74945,1571.7231,-528.8822,1058.5511
-886.5126,1580.4495,-526.1557,1058.5435
-867.71545,1588.8066,-523.6027,1058.5779
-848.79407,1596.9117,-521.2155,1058.6675
-830.6622,1604.5385,-518.88696,1058.8271
-813.5159,1611.9056,-516.65015,1059.0681
-796.81696,1618.9479,-514.3993,1059.3442
-781.332,1626.6829,-512.1878,1059.5922
-765.6627,1633.1345,-509.13928,1059.4385
-750.4604,1639.0999,-506.84485,1059.6575
-735.3145,1643.2662,-504.80914,1059.6982
-721.2222,1648.5754,-502.8816,1059.558
-707.75903,1653.5251,-501.20636,1059.3097
-694.9451,1658.1676,-499.8829,1058.9845
-682.8321,1662.519,-498.16568,1058.8214
-671.4001,1666.6173,-496.52808,1058.4521
-660.5985,1670.5057,-494.84232,1058.0903
-650.46295,1674.1736,-493.18765,1057.7494
-640.9432,1677.6158,-491.60382,1057.4357
-632.01117,1680.8455,-490.1654,1057.1185
-623.7293,1683.8379,-488.8399,1056.821
-616.02264,1686.6426,-487.68112,1056.5105
-608.6216,1689.4874,-486.64005,1055.9926
-601.8604,1691.9701,-485.59436,1055.5995
-595.7041,1694.2474,-484.54562,1055.1575
-590.0627,1696.3489,-483.43887,1054.6527
-584.9714,1698.2617,-482.39178,1054.1523
-580.2953,1700.2046,-481.3371,1053.6373
-576.1163,1701.9559,-480.31833,1053.1335
-572.3277,1703.6217,-479.3516,1052.6381
-569.0311,1705.0358,-478.46176,1052.0546
-566.10486,1706.2922,-477.75357,1051.2502
-563.4552,1707.4119,-477.31125,1050.6582
-561.164,1708.2969,-477.1362,1050.0177
-559.1649,1709.0276,-477.2288,1049.2539
-557.3705,1709.6069,-477.6288,1048.2977
-555.92236,1710.0388,-478.43814,1047.2567
-554.6806,1710.3939,-479.54282,1046.1357
-553.714,1710.5646,-480.99445,1044.9307
-553.05,1710.583,-482.7043,1043.6918
-552.62506,1710.4491,-484.6631,1042.4807
-552.4116,1710.2195,-486.82797,1041.2719
-552.3803,1709.8842,-489.1439,1040.134
-552.4401,1709.608,-491.44907,1039.05
-552.56964,1709.2965,-493.68954,1038.0159
-552.87317,1708.966,-495.65756,1037.0592
-553.34955,1708.6343,-497.45087,1036.1776
-553.9137,1708.4042,-499.07278,1035.4236
-554.69977,1708.163,-500.58054,1034.7845
-555.61835,1707.8964,-502.07495,1034.3507
-556.6631,1707.7213,-503.67416,1034.15
-557.86017,1707.6025,-505.26892,1033.7617
-559.09863,1707.5508,-506.91663,1033.4496
-560.45355,1707.5963,-508.62534,1033.1798
-561.8542,1707.7129,-510.4121,1032.9221
-563.22974,1707.8379,-512.2226,1032.7161
-564.68884,1708.0066,-513.9398,1032.5797
-566.11084,1708.1643,-515.5763,1032.4634
-567.48083,1708.296,-517.0579,1032.3539
-568.7665,1708.4319,-518.3346,1032.2942
-569.9722,1708.5702,-519.46576,1032.3861
-571.07776,1708.6349,-520.4543,1032.5607
-572.1208,1708.6375,-521.3207,1032.8024
-573.1812,1708.6304,-522.1655,1033.1288
-574.2294,1708.6166,-522.9293,1033.4626
-575.2253,1708.575,-523.6015,1033.8164
-576.2276,1708.5155,-524.193,1034.218
-577.1384,1708.4775,-524.6641,1034.6261
-577.95233,1708.4901,-524.9685,1035.0957
-578.699,1708.526,-525.0962,1035.6398
-579.3031,1708.5483,-525.035,1036.2637
-579.7798,1708.5383,-524.7783,1036.9534
-580.0868,1708.4865,-524.33466,1037.647
-580.20135,1708.3851,-523.75525,1038.3376
-580.198,1708.1805,-522.97595,1038.966
-580.1086,1707.8793,-522.01276,1039.4741
-579.9232,1707.4694,-520.87317,1039.9415
-579.5889,1706.9597,-519.6359,1040.2998
-579.0797,1706.365,-518.3336,1040.7275
-578.32605,1705.6858,-516.98364,1041.1912
-577.2766,1704.9056,-515.6387,1041.7089
-575.9276,1704.0309,-514.291,1042.2164
-574.3255,1703.0769,-512.8727,1042.6559
-572.47986,1702.0188,-511.37915,1043.1157
-570.39856,1700.9042,-509.8963,1043.5197
-568.111,1699.6774,-508.3393,1043.8864
-565.57025,1698.396,-506.79916,1044.2549
-562.78394,1697.0197,-505.17676,1044.6565
-559.7448,1695.568,-503.50116,1044.9952
-556.4337,1693.9796,-501.80392,1045.2943
-552.8544,1692.2783,-500.0213,1045.4722
-548.96783,1690.471,-498.155,1045.5387
-544.80743,1688.563,-496.3249,1045.502
-540.37646,1686.5901,-494.5109,1045.3024
-535.6532,1684.5643,-492.7527,1044.9584
-530.6528,1682.4719,-491.09195,1044.4629
-525.3528,1680.306,-489.43637,1043.7915
-519.68463,1678.0143,-487.8187,1042.9363
-513.64075,1675.6198,-486.18814,1041.9443
-507.21927,1673.115,-484.38214,1040.5334
-500.37015,1670.5206,-482.63275,1039.2417
-493.08075,1667.8588,-480.8706,1037.7828
-485.30984,1665.1505,-479.05347,1036.1886
-477.05084,1662.4121,-477.2669,1034.5142
-468.24332,1659.6104,-475.4876,1032.9216
-458.92807,1656.7589,-473.5803,1030.878
-449.07965,1653.8151,-471.63306,1028.7028
-438.6934,1650.7723,-469.63287,1026.3978
-427.77032,1647.6151,-467.5842,1023.9446
-416.34137,1644.4047,-465.50607,1021.3598
-404.3793,1641.1108,-463.35138,1018.63477
-391.83197,1637.6827,-461.22232,1015.82117
-378.816,1634.1672,-459.03094,1012.9015
-365.21176,1630.4843,-456.83527,1009.863
-351.05896,1626.6089,-454.62622,1006.7357
-336.43964,1622.5657,-452.38608,1003.497
-321.27835,1618.2892,-450.18872,1000.13617
-305.71127,1613.759,-448.04373,996.64984
-289.79495,1608.9641,-445.93802,993.099
-273.55426,1603.8837,-443.87488,989.4015
-257.05762,1598.4803,-441.8323,985.59515
-240.29974,1592.6611,-439.85452,981.7334
-223.36911,1586.4056,-437.90912,977.75574
-206.22726,1579.6915,-435.9918,973.6641
-188.92993,1572.4738,-434.08823,969.45544
-171.5775,1564.7155,-432.18298,965.2127
-154.15741,1556.4149,-430.2541,960.894
-136.70741,1547.5475,-428.30618,956.57025
-119.287674,1538.1814,-426.3162,952.2013
-101.977974,1528.2887,-424.2741,947.80194
-84.8185,1517.97,-422.1239,943.1174
-67.80682,1507.0739,-420.06982,938.66003
-51.067116,1495.5597,-417.99023,934.2003
-33.867867,1484.0803,-415.91302,929.7965
-17.603924,1471.4586,-413.85284,925.5307
-1.8439391,1457.9988,-411.86774,921.4217
13.555033,1443.9603,-409.8749,917.4873
28.586988,1429.2859,-407.8551,913.7111
43.21686,1413.9537,-405.7936,910.0395
57.35237,1397.9724,-403.51517,906.5347
70.91166,1381.4362,-401.0483,903.3124
84.02032,1364.403,-398.27795,900.3179
96.655334,1346.8807,-395.16647,897.4527
109.06595,1329.0359,-392.07468,895.19354
121.22505,1310.7903,-389.04968,893.738
133.14464,1292.0864,-385.91324,892.6674
144.8414,1273.0481,-382.39728,891.81323
156.18633,1253.6079,-378.38098,891.2553
167.05173,1233.83,-373.85727,890.944
177.31161,1213.7711,-368.68872,890.8485
186.60257,1193.5104,-362.9296,890.8585
195.61263,1172.9769,-356.74164,891.0107
204.11963,1152.3013,-349.99606,891.1493
212.15132,1131.4766,-342.93265,891.22015
219.80742,1110.444,-335.49054,891.75757
226.97728,1089.1963,-327.88217,892.1043
233.68869,1067.8629,-320.06342,892.5721
239.87396,1046.481,-312.05316,893.21326
245.53342,1025.1913,-303.75418,894.0089
250.83153,1004.0523,-295.20044,894.92316
255.83832,983.13293,-286.28998,895.9364
260.72293,962.39703,-276.74872,896.98724
265.58176,941.7399,-266.53375,897.9493
270.45908,921.11163,-255.53247,898.76184
275.2553,900.7704,-243.78992,899.349
279.94412,880.2373,-231.40254,899.84033
284.41864,859.8785,-218.3019,899.98175
288.71613,839.80994,-204.5294,899.5951
292.83054,820.0713,-190.40002,899.0758
296.88022,800.53143,-175.9883,898.4008
300.51318,781.49097,-161.34212,897.4406
304.06287,762.2806,-146.49448,896.2227
307.27563,743.3285,-131.64395,894.7993
310.30457,724.34534,-117.20554,893.26086
313.23364,705.6833,-102.902115,891.4839
316.07495,687.39795,-88.925735,889.48615
318.9871,669.0519,-75.09589,887.2575
321.81848,651.53687,-61.368816,884.8974
324.15268,634.58215,-47.796875,882.45624
326.1004,617.559,-34.389263,880.0932
327.62085,600.6429,-21.140694,878.09204
328.7992,583.6267,-8.030805,876.6548
329.65198,566.80096,4.9403057,875.8823
330.13846,550.00116,17.72179,875.7042
330.2693,533.3035,30.281242,876.03955
330.0686,516.6864,42.708942,876.93835
329.59488,500.19708,55.338623,878.60156
328.79013,483.953,68.25882,880.9678
327.3584,468.2748,81.359184,883.84204
325.30292,453.384,94.5245,887.02094
322.99762,439.40778,107.59898,890.0533
